generation,futures_type,lifecycle_stage,strategy,timeframe,instrument,source_schema_id,source_path,source_row_number,source_trade_id,canonical_trade_key,direction,entry_time,exit_time,entry_date,exit_date,entry_year,entry_month,exit_year,exit_month,entry_weekday,exit_weekday,entry_hour,exit_hour,canonical_C1_R,gross_R,cost_R,MAE_R,MFE_R,exit_reason_raw,entry_price,exit_price,stop_raw,holding_source_value,holding_minutes,holding_hours,MAE_status,MFE_status,exit_reason_status,stop_status,holding_status
v2,quarterly,walk_forward,T2,H1,BR,V2_T2_WF,TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv,10,BR-000001,v2|walk_forward|T2|H1|BR|TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv|10|BR-000001,LONG,2024-02-12 18:00:00+03:00,2024-02-14 19:00:00+03:00,2024-02-12,2024-02-14,2024,2,2024,2,0,2,18,19,0.612737577991,0.615774924956,0.00303734696455,0.258387253315,1.72602685214,ATR_TRAILING_STOP,55.8808134001,56.2862823387,55.222344011,33,2940,49,SOURCE,SOURCE,SOURCE,SOURCE,DERIVED
v2,quarterly,walk_forward,T2,H1,BR,V2_T2_WF,TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv,16,BR-000002,v2|walk_forward|T2|H1|BR|TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv|16|BR-000002,LONG,2024-02-21 23:00:00+03:00,2024-02-22 17:00:00+03:00,2024-02-21,2024-02-22,2024,2,2024,2,2,3,23,17,-0.964227817013,-0.959235238329,0.00499257868386,0.492673935983,0.645572743702,ATR_TRAILING_STOP,56.581790599,56.1975261541,56.1811960112,10,1080,18,SOURCE,SOURCE,SOURCE,SOURCE,DERIVED
v2,quarterly,walk_forward,T2,H1,BR,V2_T2_WF,TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv,18,BR-000003,v2|walk_forward|T2|H1|BR|TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv|18|BR-000003,LONG,2024-03-04 17:00:00+03:00,2024-03-04 21:00:00+03:00,2024-03-04,2024-03-04,2024,3,2024,3,0,0,17,21,-1.00401805259,-1,0.00401805258517,0.994064819254,0.331354939751,INITIAL_STOP,57.8915190319,57.3937654665,57.3937654665,4,240,4,SOURCE,SOURCE,SOURCE,SOURCE,DERIVED
v2,quarterly,walk_forward,T2,H1,BR,V2_T2_WF,TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv,28,BR-000001,v2|walk_forward|T2|H1|BR|TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv|28|BR-000001,SHORT,2024-04-19 12:00:00+03:00,2024-04-23 09:00:00+03:00,2024-04-19,2024-04-23,2024,4,2024,4,4,1,12,9,0.139189775125,0.141152188619,0.00196241349377,0.309190508403,1.02839451708,ATR_TRAILING_STOP,59.9193263934,59.7754706881,60.9384795975,29,5580,93,SOURCE,SOURCE,SOURCE,SOURCE,DERIVED
v2,quarterly,walk_forward,T2,H1,BR,V2_T2_WF,TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv,34,BR-000002,v2|walk_forward|T2|H1|BR|TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv|34|BR-000002,SHORT,2024-05-03 17:00:00+03:00,2024-05-06 12:00:00+03:00,2024-05-03,2024-05-06,2024,5,2024,5,4,0,17,12,-0.182424450457,-0.178907679246,0.00351677121103,0.124917036726,0.949369479117,ATR_TRAILING_STOP,59.6031914071,59.7049368256,60.1718948797,11,4020,67,SOURCE,SOURCE,SOURCE,SOURCE,DERIVED
v2,quarterly,walk_forward,T2,H1,BR,V2_T2_WF,TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv,37,BR-000003,v2|walk_forward|T2|H1|BR|TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv|37|BR-000003,SHORT,2024-05-07 22:00:00+03:00,2024-05-08 18:00:00+03:00,2024-05-07,2024-05-08,2024,5,2024,5,1,2,22,18,0.933496669446,0.938761456662,0.00526478721582,0.0561021668908,2.73030545535,ATR_TRAILING_STOP,59.4184854505,59.0618664958,59.7983678499,12,1200,20,SOURCE,SOURCE,SOURCE,SOURCE,DERIVED
v2,quarterly,walk_forward,T2,H1,BR,V2_T2_WF,TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv,38,BR-000004,v2|walk_forward|T2|H1|BR|TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv|38|BR-000004,SHORT,2024-05-15 11:00:00+03:00,2024-05-15 19:00:00+03:00,2024-05-15,2024-05-15,2024,5,2024,5,2,2,11,19,1.96127408114,1.97347024434,0.0121961632005,0.519854767345,7.14800305099,ATR_TRAILING_STOP,59.0348653866,58.7112438981,59.198851385,8,480,8,SOURCE,SOURCE,SOURCE,SOURCE,DERIVED
v2,quarterly,walk_forward,T2,H1,BR,V2_T2_WF,TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv,45,BR-000005,v2|walk_forward|T2|H1|BR|TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv|45|BR-000005,SHORT,2024-05-22 22:00:00+03:00,2024-05-23 14:00:00+03:00,2024-05-22,2024-05-23,2024,5,2024,5,2,3,22,14,-0.820444947148,-0.817402985277,0.00304196187048,0.745556248971,0.443011684171,ATR_TRAILING_STOP,58.1752722805,58.7126905783,58.8327427174,8,960,16,SOURCE,SOURCE,SOURCE,SOURCE,DERIVED
v2,quarterly,walk_forward,T2,H1,BR,V2_T2_WF,TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv,46,BR-000006,v2|walk_forward|T2|H1|BR|TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv|46|BR-000006,SHORT,2024-05-23 19:00:00+03:00,2024-05-24 17:00:00+03:00,2024-05-23,2024-05-24,2024,5,2024,5,3,4,19,17,-0.16272442071,-0.160241236941,0.00248318376923,0.211688692486,0.811473321197,ATR_TRAILING_STOP,58.0260867001,58.1551478182,58.8315043356,14,1320,22,SOURCE,SOURCE,SOURCE,SOURCE,DERIVED
v2,quarterly,walk_forward,T2,H1,BR,V2_T2_WF,TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv,61,BR-000001,v2|walk_forward|T2|H1|BR|TradingSystemLab/results/walk_forward_v2/T2/H1/trades.csv|61|BR-000001,SHORT,2024-07-29 12:00:00+03:00,2024-07-31 10:00:00+03:00,2024-07-29,2024-07-31,2024,7,2024,7,0,2,12,10,1.93207175955,1.9380733699,0.00600161034698,0.839831793622,5.40507128715,ATR_TRAILING_STOP,58.184009419,57.5381583031,58.5172533127,28,2760,46,SOURCE,SOURCE,SOURCE,SOURCE,DERIVED
